id_site,id_student,code_module,code_presentation,date,sum_click
120,119,BBB,2014J,45,3
107,119,BBB,2014J,45,5
110,119,BBB,2014J,45,1
94,119,BBB,2014J,45,4
100,119,BBB,2014J,45,5
100,119,BBB,2014J,38,35
120,119,BBB,2014J,38,1
119,119,BBB,2014J,14,1
93,119,BBB,2014J,14,4
102,119,BBB,2014J,14,6
117,119,BBB,2014J,14,5
115,119,BBB,2014J,14,14
98,119,BBB,2014J,43,15
114,119,BBB,2014J,43,9
112,119,BBB,2014J,46,12
91,119,BBB,2014J,46,1
101,119,BBB,2014J,8,2
110,119,BBB,2014J,8,4
98,119,BBB,2014J,8,3
118,119,BBB,2014J,8,3
117,119,BBB,2014J,8,5
101,119,BBB,2014J,20,11
116,119,BBB,2014J,18,15
113,119,BBB,2014J,18,2
108,119,BBB,2014J,18,1
105,119,BBB,2014J,18,3
108,119,BBB,2014J,44,1
91,119,BBB,2014J,44,5
106,119,BBB,2014J,4,2
108,119,BBB,2014J,4,5
111,119,BBB,2014J,4,1
108,119,BBB,2014J,2,3
104,119,BBB,2014J,2,1
111,119,BBB,2014J,2,4
106,119,BBB,2014J,2,2
99,119,BBB,2014J,31,3
116,119,BBB,2014J,31,1
109,119,BBB,2014J,31,2
93,120,BBB,2014J,19,5
98,120,BBB,2014J,19,1
94,120,BBB,2014J,7,1
102,120,BBB,2014J,7,1
110,120,BBB,2014J,7,9
119,120,BBB,2014J,7,17
120,120,BBB,2014J,70,29
95,120,BBB,2014J,70,43
119,120,BBB,2014J,70,15
106,120,BBB,2014J,70,1
101,120,BBB,2014J,241,10
100,120,BBB,2014J,54,31
93,120,BBB,2014J,32,3
95,120,BBB,2014J,32,11
108,120,BBB,2014J,32,17
96,120,BBB,2014J,32,3
119,120,BBB,2014J,32,12
114,120,BBB,2014J,174,3
98,120,BBB,2014J,174,42
119,120,BBB,2014J,98,17
95,120,BBB,2014J,98,28
107,120,BBB,2014J,189,9
117,120,BBB,2014J,189,5
117,120,BBB,2014J,221,21
100,120,BBB,2014J,221,20
116,120,BBB,2014J,20,3
97,120,BBB,2014J,20,13
95,120,BBB,2014J,20,11
102,120,BBB,2014J,49,3
113,120,BBB,2014J,49,2
101,120,BBB,2014J,49,6
94,120,BBB,2014J,49,13
100,120,BBB,2014J,49,1
108,120,BBB,2014J,211,10
114,120,BBB,2014J,211,19
117,120,BBB,2014J,211,1
113,120,BBB,2014J,211,12
102,120,BBB,2014J,263,6
114,120,BBB,2014J,263,4
116,120,BBB,2014J,118,1
114,120,BBB,2014J,77,4
112,120,BBB,2014J,77,14
110,120,BBB,2014J,25,31
107,120,BBB,2014J,25,2
107,120,BBB,2014J,87,27
95,120,BBB,2014J,87,2
115,120,BBB,2014J,191,21
118,120,BBB,2014J,83,19
104,120,BBB,2014J,83,12
107,120,BBB,2014J,83,14
96,120,BBB,2014J,83,5
95,120,BBB,2014J,34,1
104,120,BBB,2014J,162,7
94,120,BBB,2014J,132,1
116,120,BBB,2014J,132,34
106,120,BBB,2014J,132,20
109,120,BBB,2014J,132,12
108,120,BBB,2014J,230,42
99,120,BBB,2014J,230,1
95,120,BBB,2014J,230,30
101,120,BBB,2014J,230,18
103,120,BBB,2014J,76,30
110,120,BBB,2014J,65,31
118,120,BBB,2014J,65,3
105,120,BBB,2014J,65,20
108,120,BBB,2014J,65,10
109,120,BBB,2014J,65,6
103,120,BBB,2014J,175,21
105,120,BBB,2014J,175,10
95,120,BBB,2014J,175,5
106,120,BBB,2014J,184,54
98,120,BBB,2014J,63,21
116,120,BBB,2014J,63,1
92,120,BBB,2014J,63,5
93,120,BBB,2014J,122,2
112,120,BBB,2014J,122,44
103,120,BBB,2014J,122,6
92,120,BBB,2014J,122,30
108,120,BBB,2014J,206,36
91,120,BBB,2014J,206,11
99,120,BBB,2014J,206,34
109,120,BBB,2014J,158,3
116,120,BBB,2014J,158,23
95,120,BBB,2014J,158,2
115,120,BBB,2014J,200,15
94,120,BBB,2014J,200,1
104,120,BBB,2014J,200,16
110,120,BBB,2014J,172,8
118,120,BBB,2014J,172,11
103,120,BBB,2014J,172,17
97,120,BBB,2014J,172,9
113,120,BBB,2014J,172,5
92,120,BBB,2014J,209,28
112,120,BBB,2014J,209,30
103,120,BBB,2014J,209,1
91,120,BBB,2014J,209,7
93,120,BBB,2014J,209,38
117,120,BBB,2014J,79,31
108,120,BBB,2014J,151,11
116,120,BBB,2014J,199,5
95,120,BBB,2014J,199,19
96,120,BBB,2014J,238,3
106,120,BBB,2014J,94,15
99,120,BBB,2014J,94,12
105,120,BBB,2014J,94,5
113,120,BBB,2014J,94,8
120,120,BBB,2014J,94,7
113,120,BBB,2014J,156,28
105,120,BBB,2014J,156,15
111,120,BBB,2014J,156,48
112,120,BBB,2014J,156,44
114,120,BBB,2014J,156,3
110,120,BBB,2014J,242,26
91,120,BBB,2014J,242,8
101,120,BBB,2014J,242,10
112,120,BBB,2014J,264,1
103,120,BBB,2014J,264,53
109,120,BBB,2014J,115,1
99,120,BBB,2014J,115,15
96,120,BBB,2014J,115,1
114,120,BBB,2014J,115,4
105,120,BBB,2014J,115,14
117,120,BBB,2014J,113,5
109,120,BBB,2014J,113,8
96,120,BBB,2014J,113,27
105,120,BBB,2014J,113,33
104,120,BBB,2014J,113,9
112,120,BBB,2014J,255,12
91,120,BBB,2014J,255,1
104,120,BBB,2014J,217,5
105,120,BBB,2014J,217,24
118,120,BBB,2014J,217,3
114,120,BBB,2014J,217,2
101,120,BBB,2014J,217,11
103,120,BBB,2014J,244,9
120,120,BBB,2014J,244,70
111,120,BBB,2014J,244,26
110,120,BBB,2014J,244,7
91,120,BBB,2014J,244,21
96,120,BBB,2014J,129,31
120,120,BBB,2014J,129,4
115,120,BBB,2014J,129,6
99,120,BBB,2014J,129,2
115,120,BBB,2014J,124,5
93,120,BBB,2014J,124,3
111,120,BBB,2014J,124,1
100,120,BBB,2014J,124,15
119,120,BBB,2014J,187,22
106,120,BBB,2014J,119,13
101,120,BBB,2014J,119,10
96,120,BBB,2014J,123,26
91,120,BBB,2014J,123,49
102,120,BBB,2014J,125,3
111,120,BBB,2014J,186,2
115,120,BBB,2014J,186,11
116,120,BBB,2014J,138,6
95,120,BBB,2014J,138,6
106,121,BBB,2014J,17,2
98,121,BBB,2014J,0,6
99,121,BBB,2014J,22,1
97,122,BBB,2014J,25,2
98,122,BBB,2014J,25,7
103,122,BBB,2014J,25,2
105,122,BBB,2014J,25,1
101,122,BBB,2014J,205,2
108,122,BBB,2014J,205,13
110,122,BBB,2014J,205,21
118,122,BBB,2014J,236,7
109,122,BBB,2014J,236,2
101,122,BBB,2014J,236,22
110,122,BBB,2014J,236,11
114,122,BBB,2014J,238,18
100,122,BBB,2014J,33,7
94,122,BBB,2014J,91,1
119,122,BBB,2014J,91,22
103,122,BBB,2014J,96,20
105,122,BBB,2014J,51,4
119,122,BBB,2014J,51,28
114,122,BBB,2014J,240,18
110,122,BBB,2014J,240,17
104,122,BBB,2014J,15,4
113,122,BBB,2014J,15,37
91,122,BBB,2014J,15,5
100,122,BBB,2014J,15,28
115,122,BBB,2014J,145,18
101,122,BBB,2014J,145,4
96,122,BBB,2014J,145,12
103,122,BBB,2014J,108,12
104,122,BBB,2014J,108,12
112,122,BBB,2014J,108,64
92,122,BBB,2014J,108,48
115,122,BBB,2014J,108,1
110,122,BBB,2014J,206,76
116,122,BBB,2014J,127,1
113,122,BBB,2014J,127,11
104,122,BBB,2014J,127,16
96,122,BBB,2014J,127,18
106,122,BBB,2014J,132,55
100,122,BBB,2014J,66,4
112,122,BBB,2014J,66,15
96,122,BBB,2014J,66,5
105,122,BBB,2014J,66,4
102,122,BBB,2014J,66,9
99,122,BBB,2014J,222,15
119,122,BBB,2014J,222,65
107,122,BBB,2014J,222,14
100,122,BBB,2014J,222,3
118,122,BBB,2014J,222,1
107,122,BBB,2014J,194,46
104,122,BBB,2014J,194,15
103,122,BBB,2014J,194,9
119,122,BBB,2014J,194,7
102,122,BBB,2014J,194,22
98,122,BBB,2014J,164,13
101,122,BBB,2014J,209,5
92,122,BBB,2014J,209,3
93,122,BBB,2014J,209,72
120,122,BBB,2014J,181,9
103,122,BBB,2014J,181,1
109,122,BBB,2014J,181,6
105,122,BBB,2014J,177,32
100,122,BBB,2014J,177,2
91,122,BBB,2014J,177,3
117,122,BBB,2014J,177,24
95,122,BBB,2014J,177,18
93,122,BBB,2014J,162,18
102,122,BBB,2014J,162,1
99,122,BBB,2014J,191,1
92,122,BBB,2014J,191,5
95,122,BBB,2014J,191,22
108,122,BBB,2014J,192,21
94,122,BBB,2014J,219,21
101,122,BBB,2014J,55,5
119,122,BBB,2014J,55,21
100,122,BBB,2014J,212,18
115,122,BBB,2014J,212,3
117,122,BBB,2014J,212,6
106,122,BBB,2014J,212,1
105,122,BBB,2014J,212,17
118,122,BBB,2014J,140,8
93,122,BBB,2014J,178,1
110,122,BBB,2014J,63,27
109,122,BBB,2014J,72,7
92,122,BBB,2014J,72,10
119,122,BBB,2014J,72,3
118,122,BBB,2014J,72,4
109,122,BBB,2014J,257,1
120,122,BBB,2014J,257,1
113,122,BBB,2014J,95,1
92,122,BBB,2014J,173,44
105,122,BBB,2014J,173,13
92,122,BBB,2014J,89,12
106,122,BBB,2014J,89,14
116,122,BBB,2014J,89,5
96,122,BBB,2014J,89,9
104,122,BBB,2014J,146,4
105,122,BBB,2014J,144,18
93,122,BBB,2014J,144,1
117,122,BBB,2014J,157,3
99,122,BBB,2014J,157,10
118,122,BBB,2014J,157,3
103,122,BBB,2014J,157,27
93,122,BBB,2014J,157,1
105,122,BBB,2014J,242,22
114,122,BBB,2014J,242,1
94,122,BBB,2014J,134,13
100,122,BBB,2014J,134,17
99,122,BBB,2014J,12,3
91,122,BBB,2014J,12,13
96,122,BBB,2014J,21,20
109,122,BBB,2014J,21,15
119,122,BBB,2014J,21,18
102,122,BBB,2014J,21,42
100,122,BBB,2014J,21,1
114,122,BBB,2014J,14,51
94,122,BBB,2014J,14,31
119,122,BBB,2014J,235,54
102,122,BBB,2014J,85,16
120,122,BBB,2014J,214,22
95,122,BBB,2014J,214,6
94,122,BBB,2014J,214,20
105,122,BBB,2014J,214,22
108,122,BBB,2014J,40,37
98,122,BBB,2014J,40,7
110,122,BBB,2014J,40,1
119,122,BBB,2014J,40,1
112,122,BBB,2014J,259,13
96,122,BBB,2014J,148,8
120,122,BBB,2014J,210,9
110,122,BBB,2014J,210,18
117,122,BBB,2014J,210,13
93,122,BBB,2014J,220,14
119,122,BBB,2014J,220,1
98,122,BBB,2014J,220,4
115,122,BBB,2014J,220,3
116,122,BBB,2014J,220,13
95,122,BBB,2014J,93,37
117,122,BBB,2014J,93,23
109,122,BBB,2014J,93,21
118,122,BBB,2014J,125,7
93,122,BBB,2014J,125,1
115,122,BBB,2014J,125,2
118,122,BBB,2014J,5,5
95,122,BBB,2014J,5,11
110,122,BBB,2014J,1,12
92,122,BBB,2014J,1,50
107,122,BBB,2014J,31,38
104,122,BBB,2014J,31,2
106,122,BBB,2014J,44,11
96,122,BBB,2014J,44,38
111,122,BBB,2014J,44,13
100,122,BBB,2014J,44,7
118,122,BBB,2014J,44,34
113,122,BBB,2014J,39,40
102,122,BBB,2014J,39,13
116,122,BBB,2014J,39,26
103,122,BBB,2014J,71,1
106,122,BBB,2014J,71,1
104,122,BBB,2014J,71,9
110,122,BBB,2014J,29,1
100,122,BBB,2014J,29,4
97,122,BBB,2014J,29,30
105,122,BBB,2014J,29,17
117,122,BBB,2014J,29,8
101,122,BBB,2014J,43,6
113,122,BBB,2014J,43,25
112,122,BBB,2014J,43,8
101,122,BBB,2014J,82,15
98,122,BBB,2014J,82,15
96,122,BBB,2014J,82,17
116,122,BBB,2014J,49,12
105,122,BBB,2014J,49,2
110,122,BBB,2014J,49,9
98,122,BBB,2014J,49,7
107,122,BBB,2014J,49,20
103,122,BBB,2014J,260,9
97,122,BBB,2014J,260,7
95,122,BBB,2014J,260,28
94,122,BBB,2014J,50,8
115,122,BBB,2014J,50,4
96,122,BBB,2014J,50,2
99,122,BBB,2014J,50,1
108,122,BBB,2014J,50,12
109,122,BBB,2014J,263,23
100,122,BBB,2014J,263,18
98,122,BBB,2014J,263,5
117,122,BBB,2014J,263,2
118,122,BBB,2014J,263,2
93,122,BBB,2014J,161,5
118,122,BBB,2014J,161,4
110,122,BBB,2014J,97,10
113,122,BBB,2014J,97,9
116,122,BBB,2014J,249,10
113,122,BBB,2014J,249,22
120,122,BBB,2014J,249,16
100,122,BBB,2014J,249,6
110,122,BBB,2014J,249,3
102,122,BBB,2014J,112,8
110,122,BBB,2014J,112,5
92,122,BBB,2014J,112,2
120,122,BBB,2014J,112,17
113,122,BBB,2014J,112,10
106,122,BBB,2014J,52,32
111,122,BBB,2014J,101,9
94,122,BBB,2014J,101,2
119,122,BBB,2014J,101,7
118,122,BBB,2014J,19,3
114,122,BBB,2014J,19,45
101,122,BBB,2014J,226,13
119,122,BBB,2014J,226,4
109,122,BBB,2014J,226,23
106,122,BBB,2014J,226,1
109,122,BBB,2014J,213,1
101,122,BBB,2014J,213,20
93,122,BBB,2014J,213,6
110,122,BBB,2014J,213,25
115,122,BBB,2014J,213,7
106,122,BBB,2014J,75,28
98,122,BBB,2014J,75,21
113,122,BBB,2014J,75,34
93,122,BBB,2014J,75,5
111,122,BBB,2014J,47,5
112,122,BBB,2014J,47,1
102,122,BBB,2014J,47,33
99,122,BBB,2014J,83,5
116,122,BBB,2014J,83,42
106,122,BBB,2014J,83,1
108,122,BBB,2014J,83,28
95,122,BBB,2014J,83,27
111,122,BBB,2014J,113,3
119,122,BBB,2014J,113,6
117,122,BBB,2014J,113,14
93,122,BBB,2014J,48,1
111,122,BBB,2014J,267,18
91,122,BBB,2014J,267,26
109,122,BBB,2014J,267,11
106,122,BBB,2014J,267,16
96,122,BBB,2014J,169,1
107,122,BBB,2014J,169,2
98,122,BBB,2014J,169,4
113,122,BBB,2014J,169,6
112,122,BBB,2014J,169,1
119,122,BBB,2014J,130,11
96,122,BBB,2014J,130,29
95,122,BBB,2014J,120,1
96,122,BBB,2014J,76,3
93,122,BBB,2014J,76,26
120,122,BBB,2014J,165,6
96,122,BBB,2014J,9,4
92,122,BBB,2014J,35,9
103,122,BBB,2014J,35,1
116,122,BBB,2014J,35,3
120,122,BBB,2014J,6,75
110,122,BBB,2014J,6,27
107,122,BBB,2014J,6,3
93,122,BBB,2014J,6,45
109,122,BBB,2014J,6,15
100,122,BBB,2014J,86,57
92,122,BBB,2014J,86,8
94,122,BBB,2014J,167,4
115,122,BBB,2014J,167,9
102,122,BBB,2014J,167,22
107,122,BBB,2014J,167,1
96,122,BBB,2014J,167,7
91,122,BBB,2014J,215,29
107,122,BBB,2014J,215,15
96,122,BBB,2014J,215,24
101,122,BBB,2014J,109,26
118,122,BBB,2014J,109,15
113,122,BBB,2014J,34,20
116,122,BBB,2014J,34,18
119,122,BBB,2014J,34,4
116,122,BBB,2014J,203,1
104,122,BBB,2014J,203,26
93,122,BBB,2014J,203,12
114,122,BBB,2014J,203,16
102,122,BBB,2014J,203,1
97,122,BBB,2014J,221,12
93,122,BBB,2014J,221,1
99,122,BBB,2014J,221,5
92,122,BBB,2014J,221,16
108,122,BBB,2014J,221,9
105,122,BBB,2014J,152,16
111,122,BBB,2014J,152,6
106,122,BBB,2014J,152,21
120,122,BBB,2014J,152,5
92,122,BBB,2014J,65,9
112,122,BBB,2014J,65,18
91,122,BBB,2014J,65,5
109,122,BBB,2014J,65,9
113,122,BBB,2014J,74,26
95,122,BBB,2014J,74,3
102,122,BBB,2014J,147,1
95,122,BBB,2014J,147,22
105,122,BBB,2014J,147,19
101,122,BBB,2014J,147,11
92,122,BBB,2014J,123,50
112,122,BBB,2014J,123,17
101,122,BBB,2014J,123,19
118,122,BBB,2014J,54,5
92,122,BBB,2014J,54,18
94,122,BBB,2014J,54,1
113,122,BBB,2014J,54,28
95,122,BBB,2014J,133,5
118,122,BBB,2014J,133,3
106,122,BBB,2014J,133,5
108,122,BBB,2014J,58,2
102,122,BBB,2014J,58,2
99,122,BBB,2014J,58,36
115,122,BBB,2014J,58,22
106,122,BBB,2014J,58,4
108,122,BBB,2014J,114,1
93,122,BBB,2014J,114,44
105,122,BBB,2014J,114,21
104,122,BBB,2014J,233,1
103,122,BBB,2014J,233,1
108,122,BBB,2014J,233,1
119,122,BBB,2014J,233,6
101,122,BBB,2014J,233,18
108,122,BBB,2014J,119,34
100,122,BBB,2014J,119,4
114,122,BBB,2014J,119,2
111,122,BBB,2014J,119,54
95,122,BBB,2014J,27,54
108,122,BBB,2014J,27,4
106,122,BBB,2014J,268,6
93,122,BBB,2014J,268,52
110,122,BBB,2014J,268,2
97,122,BBB,2014J,92,1
95,122,BBB,2014J,92,3
99,122,BBB,2014J,92,25
109,122,BBB,2014J,92,16
118,122,BBB,2014J,92,16
112,122,BBB,2014J,225,32
104,122,BBB,2014J,225,11
92,122,BBB,2014J,225,43
102,122,BBB,2014J,265,1
111,122,BBB,2014J,265,26
91,122,BBB,2014J,104,13
95,122,BBB,2014J,104,11
100,122,BBB,2014J,104,6
103,122,BBB,2014J,269,10
111,122,BBB,2014J,10,10
107,122,BBB,2014J,10,22
96,122,BBB,2014J,10,31
101,122,BBB,2014J,10,7
94,122,BBB,2014J,10,1
96,122,BBB,2014J,255,18
95,122,BBB,2014J,255,10
108,122,BBB,2014J,136,2
93,122,BBB,2014J,136,11
107,122,BBB,2014J,136,23
116,122,BBB,2014J,11,9
107,122,BBB,2014J,11,19
115,122,BBB,2014J,159,3
114,122,BBB,2014J,41,41
100,122,BBB,2014J,41,16
103,122,BBB,2014J,41,1
110,122,BBB,2014J,84,5
93,122,BBB,2014J,84,28
100,122,BBB,2014J,121,8
120,122,BBB,2014J,218,33
95,122,BBB,2014J,218,4
96,122,BBB,2014J,218,15
113,122,BBB,2014J,218,19
110,122,BBB,2014J,57,5
102,122,BBB,2014J,57,1
119,122,BBB,2014J,57,23
105,122,BBB,2014J,87,1
97,122,BBB,2014J,87,1
96,122,BBB,2014J,87,6
106,122,BBB,2014J,87,19
119,122,BBB,2014J,87,28
120,122,BBB,2014J,199,1
112,122,BBB,2014J,199,48
96,122,BBB,2014J,199,12
120,122,BBB,2014J,190,7
108,122,BBB,2014J,247,27
95,122,BBB,2014J,247,2
109,122,BBB,2014J,247,16
111,122,BBB,2014J,60,34
110,122,BBB,2014J,246,1
92,122,BBB,2014J,246,6
98,122,BBB,2014J,250,20
113,122,BBB,2014J,250,12
119,122,BBB,2014J,250,5
92,122,BBB,2014J,250,7
94,122,BBB,2014J,250,10
110,122,BBB,2014J,102,13
102,122,BBB,2014J,102,10
110,122,BBB,2014J,208,85
103,122,BBB,2014J,208,10
92,122,BBB,2014J,208,3
118,122,BBB,2014J,208,1
114,122,BBB,2014J,208,1
99,122,BBB,2014J,24,18
118,122,BBB,2014J,185,14
97,122,BBB,2014J,185,9
110,122,BBB,2014J,261,14
103,122,BBB,2014J,32,6
112,122,BBB,2014J,73,23
110,122,BBB,2014J,73,2
104,122,BBB,2014J,73,3
105,122,BBB,2014J,73,1
94,122,BBB,2014J,73,6
102,122,BBB,2014J,69,11
101,122,BBB,2014J,69,8
109,122,BBB,2014J,69,36
92,122,BBB,2014J,69,27
112,122,BBB,2014J,69,9
106,122,BBB,2014J,80,1
99,122,BBB,2014J,80,6
96,122,BBB,2014J,80,8
115,122,BBB,2014J,80,76
114,122,BBB,2014J,80,26
118,122,BBB,2014J,16,1
97,122,BBB,2014J,16,2
106,122,BBB,2014J,16,1
120,122,BBB,2014J,16,5
107,122,BBB,2014J,88,6
111,122,BBB,2014J,23,44
117,122,BBB,2014J,211,3
101,122,BBB,2014J,211,3
99,122,BBB,2014J,211,22
115,122,BBB,2014J,211,29
100,122,BBB,2014J,211,5
101,122,BBB,2014J,172,9
97,122,BBB,2014J,172,12
93,122,BBB,2014J,172,1
94,122,BBB,2014J,172,24
118,122,BBB,2014J,216,10
103,122,BBB,2014J,168,2
117,122,BBB,2014J,168,49
91,122,BBB,2014J,237,5
97,122,BBB,2014J,202,22
115,122,BBB,2014J,202,14
117,122,BBB,2014J,202,9
99,122,BBB,2014J,202,6
114,122,BBB,2014J,202,4
109,122,BBB,2014J,45,21
98,122,BBB,2014J,45,22
120,122,BBB,2014J,45,24
109,122,BBB,2014J,154,9
115,122,BBB,2014J,106,1
107,122,BBB,2014J,106,1
92,122,BBB,2014J,106,6
112,122,BBB,2014J,231,12
104,122,BBB,2014J,231,1
101,122,BBB,2014J,231,3
103,122,BBB,2014J,231,4
99,122,BBB,2014J,131,23
94,122,BBB,2014J,196,1
95,122,BBB,2014J,196,1
115,122,BBB,2014J,196,21
100,122,BBB,2014J,196,37
93,122,BBB,2014J,196,14
98,122,BBB,2014J,128,27
109,122,BBB,2014J,200,5
107,122,BBB,2014J,200,8
98,122,BBB,2014J,183,7
95,122,BBB,2014J,183,2
112,122,BBB,2014J,183,14
118,122,BBB,2014J,183,34
100,122,BBB,2014J,42,13
112,122,BBB,2014J,42,7
113,122,BBB,2014J,42,8
106,122,BBB,2014J,42,6
118,122,BBB,2014J,42,54
95,122,BBB,2014J,59,1
91,122,BBB,2014J,59,28
101,122,BBB,2014J,118,9
114,122,BBB,2014J,126,8
96,122,BBB,2014J,126,5
100,122,BBB,2014J,126,17
103,122,BBB,2014J,126,12
110,122,BBB,2014J,126,20
95,122,BBB,2014J,37,13
117,122,BBB,2014J,37,3
94,122,BBB,2014J,37,1
109,122,BBB,2014J,37,18
111,122,BBB,2014J,37,10
115,122,BBB,2014J,160,25
109,122,BBB,2014J,160,12
119,122,BBB,2014J,160,13
117,122,BBB,2014J,137,7
113,122,BBB,2014J,204,9
110,122,BBB,2014J,204,26
109,122,BBB,2014J,204,41
120,122,BBB,2014J,204,35
92,122,BBB,2014J,244,47
101,122,BBB,2014J,244,45
114,122,BBB,2014J,244,16
103,122,BBB,2014J,244,4
94,122,BBB,2014J,244,2
97,122,BBB,2014J,266,28
104,122,BBB,2014J,266,10
96,122,BBB,2014J,266,9
92,122,BBB,2014J,266,9
105,122,BBB,2014J,266,5
91,122,BBB,2014J,117,1
110,122,BBB,2014J,117,4
117,122,BBB,2014J,53,14
103,122,BBB,2014J,232,14
111,122,BBB,2014J,232,1
104,122,BBB,2014J,232,27
120,122,BBB,2014J,232,21
115,122,BBB,2014J,232,1
98,122,BBB,2014J,149,6
110,122,BBB,2014J,149,51
104,122,BBB,2014J,149,19
97,122,BBB,2014J,251,25
99,122,BBB,2014J,251,22
93,122,BBB,2014J,251,7
104,122,BBB,2014J,241,3
112,122,BBB,2014J,241,23
95,122,BBB,2014J,241,47
93,122,BBB,2014J,224,23
95,122,BBB,2014J,224,51
105,122,BBB,2014J,224,12
96,122,BBB,2014J,224,63
105,122,BBB,2014J,193,5
118,122,BBB,2014J,193,8
109,122,BBB,2014J,193,3
95,122,BBB,2014J,193,3
108,122,BBB,2014J,207,1
113,122,BBB,2014J,207,4
102,122,BBB,2014J,207,26
94,122,BBB,2014J,207,30
101,122,BBB,2014J,207,1
112,123,BBB,2014J,221,14
91,123,BBB,2014J,164,11
100,123,BBB,2014J,164,38
118,123,BBB,2014J,29,33
106,123,BBB,2014J,206,2
93,123,BBB,2014J,206,7
108,123,BBB,2014J,206,1
102,123,BBB,2014J,206,18
116,123,BBB,2014J,206,21
105,123,BBB,2014J,101,44
108,123,BBB,2014J,101,11
93,123,BBB,2014J,101,9
94,123,BBB,2014J,101,16
110,123,BBB,2014J,101,16
107,123,BBB,2014J,240,1
120,123,BBB,2014J,240,3
108,123,BBB,2014J,93,12
94,123,BBB,2014J,93,67
116,123,BBB,2014J,93,15
119,123,BBB,2014J,93,1
120,123,BBB,2014J,223,45
99,123,BBB,2014J,223,11
98,123,BBB,2014J,223,1
107,123,BBB,2014J,223,4
115,123,BBB,2014J,223,1
114,123,BBB,2014J,60,24
115,123,BBB,2014J,60,10
105,123,BBB,2014J,60,8
92,123,BBB,2014J,74,26
95,123,BBB,2014J,74,15
117,123,BBB,2014J,74,14
98,123,BBB,2014J,139,8
96,123,BBB,2014J,139,5
97,123,BBB,2014J,139,1
98,123,BBB,2014J,13,22
120,123,BBB,2014J,13,40
111,123,BBB,2014J,13,1
96,123,BBB,2014J,13,8
113,123,BBB,2014J,235,75
112,123,BBB,2014J,235,1
97,123,BBB,2014J,235,25
116,123,BBB,2014J,23,55
106,123,BBB,2014J,23,6
110,123,BBB,2014J,23,9
115,123,BBB,2014J,188,4
96,123,BBB,2014J,188,36
96,123,BBB,2014J,192,27
111,123,BBB,2014J,192,50
110,123,BBB,2014J,192,15
100,123,BBB,2014J,192,5
101,123,BBB,2014J,121,13
110,123,BBB,2014J,121,28
91,123,BBB,2014J,121,2
93,123,BBB,2014J,121,6
118,123,BBB,2014J,121,4
106,123,BBB,2014J,132,20
95,123,BBB,2014J,132,1
115,123,BBB,2014J,88,3
98,123,BBB,2014J,88,27
102,123,BBB,2014J,88,36
100,123,BBB,2014J,264,1
94,123,BBB,2014J,264,12
96,123,BBB,2014J,264,17
108,123,BBB,2014J,264,1
95,123,BBB,2014J,77,5
117,123,BBB,2014J,77,1
114,123,BBB,2014J,77,14
100,123,BBB,2014J,77,30
106,123,BBB,2014J,77,17
105,123,BBB,2014J,202,14
95,123,BBB,2014J,202,25
104,123,BBB,2014J,202,17
113,123,BBB,2014J,202,23
96,123,BBB,2014J,117,7
116,123,BBB,2014J,117,15
104,123,BBB,2014J,117,7
118,123,BBB,2014J,117,3
119,123,BBB,2014J,117,1
119,123,BBB,2014J,204,1
98,123,BBB,2014J,204,12
113,123,BBB,2014J,204,18
108,123,BBB,2014J,204,28
109,123,BBB,2014J,204,1
91,123,BBB,2014J,226,10
120,123,BBB,2014J,226,6
112,123,BBB,2014J,226,19
95,123,BBB,2014J,114,14
101,123,BBB,2014J,114,4
93,123,BBB,2014J,114,9
91,123,BBB,2014J,114,12
107,123,BBB,2014J,80,1
91,123,BBB,2014J,80,9
94,123,BBB,2014J,80,4
116,123,BBB,2014J,186,16
96,123,BBB,2014J,186,38
103,123,BBB,2014J,186,7
101,123,BBB,2014J,263,1
111,123,BBB,2014J,209,3
102,123,BBB,2014J,209,3
120,123,BBB,2014J,209,7
101,123,BBB,2014J,18,11
118,123,BBB,2014J,0,1
108,123,BBB,2014J,0,9
119,123,BBB,2014J,0,114
103,123,BBB,2014J,0,5
92,123,BBB,2014J,169,16
120,123,BBB,2014J,169,2
91,123,BBB,2014J,169,1
101,123,BBB,2014J,169,1
105,123,BBB,2014J,169,1
94,123,BBB,2014J,149,1
109,123,BBB,2014J,149,4
120,123,BBB,2014J,149,8
111,123,BBB,2014J,149,1
118,123,BBB,2014J,146,12
92,123,BBB,2014J,157,12
98,123,BBB,2014J,157,23
111,123,BBB,2014J,157,3
115,123,BBB,2014J,157,1
118,123,BBB,2014J,5,3
112,123,BBB,2014J,5,35
97,123,BBB,2014J,5,5
116,123,BBB,2014J,5,4
105,123,BBB,2014J,5,10
96,123,BBB,2014J,269,8
116,123,BBB,2014J,269,15
91,123,BBB,2014J,269,60
118,123,BBB,2014J,217,22
118,123,BBB,2014J,239,12
99,123,BBB,2014J,239,7
115,123,BBB,2014J,239,1
105,123,BBB,2014J,239,4
91,123,BBB,2014J,67,4
97,123,BBB,2014J,41,1
100,123,BBB,2014J,41,14
118,123,BBB,2014J,41,28
109,123,BBB,2014J,41,36
111,123,BBB,2014J,219,18
94,123,BBB,2014J,219,10
104,123,BBB,2014J,219,35
103,123,BBB,2014J,219,39
108,123,BBB,2014J,219,1
112,123,BBB,2014J,129,51
113,123,BBB,2014J,129,6
107,123,BBB,2014J,166,45
98,123,BBB,2014J,166,10
